flag_id,date,category,severity,action,reviewer_id,resolution_hrs,ml_score,coordinated_flag,attack_id
F002038,2024-01-06,spam,high,human_review,REV006,4.6,0.8469,False,
F002039,2024-01-06,spam,low,allow,REV014,33.8,0.9225,False,
F002040,2024-01-06,spam,low,downrank,REV008,136.8,0.9515,False,
F002041,2024-01-06,spam,low,allow,REV018,35.6,0.8655,False,
F002042,2024-01-06,spam,medium,downrank,REV017,14.9,0.8038,False,
F002043,2024-01-06,spam,low,allow,REV019,152.8,0.888,False,
F002044,2024-01-06,spam,medium,human_review,REV008,22.4,0.8164,False,
F002045,2024-01-06,spam,high,human_review,REV010,6.2,0.8476,False,
F002046,2024-01-06,spam,low,allow,REV002,17.4,0.9344,False,
F002047,2024-01-06,spam,medium,human_review,REV017,0.9,0.893,False,
F002048,2024-01-06,spam,low,downrank,REV009,69.8,0.8196,False,
F002049,2024-01-06,spam,high,human_review,REV017,1.1,0.8582,False,
F002050,2024-01-06,spam,low,allow,REV012,46.5,0.8511,False,
F002051,2024-01-06,spam,high,auto_block,REV015,45.4,0.9661,False,
F002052,2024-01-06,spam,medium,downrank,REV003,34.7,0.7585,False,
F002053,2024-01-06,spam,low,allow,REV006,97.0,0.7802,False,
F002054,2024-01-06,spam,medium,downrank,REV019,9.6,0.7843,False,
F002055,2024-01-06,spam,critical,auto_block,REV012,13.7,0.9511,False,
F002056,2024-01-06,spam,medium,downrank,REV009,12.6,0.8698,False,
F002057,2024-01-06,spam,low,downrank,REV020,27.4,0.865,False,
F002058,2024-01-06,spam,medium,human_review,REV014,11.4,0.8257,False,
F002059,2024-01-06,sexual_content,high,auto_block,REV016,9.1,0.895,False,
F002060,2024-01-06,sexual_content,low,downrank,REV002,29.6,0.8786,False,
F002061,2024-01-06,sexual_content,low,allow,REV009,225.1,0.8386,False,
F002062,2024-01-06,sexual_content,low,allow,REV012,31.1,0.9163,False,
F002063,2024-01-06,sexual_content,low,allow,REV019,72.0,0.8367,False,
F002064,2024-01-06,sexual_content,medium,downrank,REV013,16.4,0.8714,False,
F002065,2024-01-06,sexual_content,medium,human_review,REV013,15.4,0.8162,False,
F002066,2024-01-06,sexual_content,low,allow,REV018,19.6,0.8661,False,
F002067,2024-01-06,sexual_content,low,downrank,REV016,66.2,0.8994,False,
F002068,2024-01-06,sexual_content,medium,downrank,REV009,7.1,0.8731,False,
F002069,2024-01-06,sexual_content,low,downrank,REV018,99.5,0.8946,False,
F002070,2024-01-06,sexual_content,low,downrank,REV008,16.5,0.8566,False,
F002071,2024-01-06,sexual_content,medium,human_review,REV012,30.1,0.7758,False,
F002072,2024-01-06,sexual_content,medium,human_review,REV005,32.6,0.8137,False,
F002073,2024-01-06,sexual_content,low,allow,REV009,129.1,0.8788,False,
F002074,2024-01-06,sexual_content,medium,human_review,REV001,13.1,0.8973,False,
F002075,2024-01-06,sexual_content,medium,downrank,REV020,11.6,0.8672,False,
F002076,2024-01-06,sexual_content,low,allow,REV014,15.4,0.9138,False,
F002077,2024-01-06,sexual_content,medium,human_review,REV009,21.3,0.8482,False,
F002078,2024-01-06,sexual_content,medium,human_review,REV007,1.7,0.9059,False,
F002079,2024-01-06,sexual_content,high,auto_block,REV007,0.2,0.8281,False,
F002080,2024-01-06,sexual_content,low,allow,REV008,40.2,0.8301,False,
F002081,2024-01-06,sexual_content,low,allow,REV008,17.0,0.8339,False,
F002082,2024-01-06,sexual_content,low,allow,REV010,13.4,0.9386,False,
F002083,2024-01-06,sexual_content,low,downrank,REV014,3.6,0.8666,False,
F002084,2024-01-06,sexual_content,low,downrank,REV001,28.1,0.8646,False,
F002085,2024-01-06,sexual_content,low,downrank,REV003,19.0,0.9094,False,
F002086,2024-01-06,sexual_content,medium,human_review,REV009,19.4,0.8343,False,
F002087,2024-01-06,sexual_content,high,human_review,REV018,0.2,0.8113,False,
F002088,2024-01-06,sexual_content,medium,human_review,REV010,17.1,0.8243,False,
F002089,2024-01-06,sexual_content,low,allow,REV001,35.7,0.8814,False,
F002090,2024-01-06,sexual_content,medium,human_review,REV011,45.9,0.8182,False,
F002091,2024-01-06,sexual_content,medium,downrank,REV017,3.8,0.9307,False,
F002092,2024-01-06,sexual_content,low,downrank,REV010,72.1,0.8508,False,
F002093,2024-01-06,sexual_content,medium,human_review,REV010,17.4,0.8366,False,
F002094,2024-01-06,sexual_content,medium,human_review,REV001,25.3,0.8749,False,
F002095,2024-01-06,sexual_content,medium,human_review,REV014,1.1,0.855,False,
F002096,2024-01-06,sexual_content,low,allow,REV013,58.6,0.7641,False,
F002097,2024-01-06,sexual_content,low,downrank,REV002,142.2,0.8137,False,
F002098,2024-01-06,self_harm,medium,human_review,REV016,5.4,0.8259,False,
F002099,2024-01-06,self_harm,low,downrank,REV013,66.3,0.9441,False,
F002100,2024-01-06,self_harm,low,allow,REV011,18.3,0.846,False,
F002101,2024-01-06,self_harm,medium,human_review,REV020,6.0,0.7573,False,
F002102,2024-01-06,self_harm,high,human_review,REV008,7.6,0.7153,False,
F002103,2024-01-06,self_harm,low,downrank,REV007,20.0,0.8746,False,
F002104,2024-01-06,self_harm,low,allow,REV011,35.8,0.8011,False,
F002105,2024-01-06,self_harm,high,human_review,REV012,1.5,0.944,False,
F002106,2024-01-06,self_harm,low,downrank,REV003,18.6,0.9311,False,
F002107,2024-01-06,self_harm,low,downrank,REV003,142.7,0.8663,False,
F002108,2024-01-06,self_harm,low,allow,REV019,6.9,0.9016,False,
F002109,2024-01-06,self_harm,critical,auto_block,REV006,9.6,0.9169,False,
F002110,2024-01-06,self_harm,medium,human_review,REV007,1.1,0.9259,False,
F002111,2024-01-06,self_harm,high,human_review,REV002,10.3,0.8672,False,
F002112,2024-01-06,self_harm,low,allow,REV016,4.9,0.9909,False,
F002113,2024-01-06,self_harm,medium,downrank,REV014,66.7,0.9169,False,
F002114,2024-01-06,self_harm,medium,human_review,REV004,2.7,0.7671,False,
F002115,2024-01-06,self_harm,high,human_review,REV017,47.8,0.8345,False,
F002116,2024-01-06,self_harm,low,allow,REV018,10.5,0.92,False,
F002117,2024-01-06,self_harm,medium,human_review,REV018,11.0,0.8418,False,
F002118,2024-01-06,self_harm,medium,human_review,REV019,8.7,0.8793,False,
F002119,2024-01-06,self_harm,high,auto_block,REV013,52.3,0.8429,False,
F002120,2024-01-06,self_harm,low,downrank,REV012,34.6,0.9283,False,
F002121,2024-01-06,self_harm,medium,downrank,REV013,6.4,0.7737,False,
F002122,2024-01-06,self_harm,low,allow,REV017,8.0,0.9192,False,
F002123,2024-01-06,self_harm,medium,human_review,REV019,74.9,0.7766,False,
F002124,2024-01-06,self_harm,medium,human_review,REV005,22.5,0.8862,False,
F002125,2024-01-06,fraud,low,allow,REV018,78.9,0.8423,False,
F002126,2024-01-06,fraud,medium,human_review,REV018,1.5,0.7917,False,
F002127,2024-01-06,fraud,medium,human_review,REV018,12.8,0.855,False,
F002128,2024-01-06,fraud,high,auto_block,REV019,13.8,0.8416,False,
F002129,2024-01-06,fraud,low,downrank,REV007,26.2,0.8904,False,
F002130,2024-01-06,fraud,low,allow,REV004,93.8,0.772,False,
F002131,2024-01-06,fraud,low,allow,REV017,18.5,0.7921,False,
F002132,2024-01-06,fraud,high,human_review,REV015,6.9,0.9099,False,
F002133,2024-01-06,fraud,critical,auto_block,REV011,1.7,0.8718,False,
F002134,2024-01-06,fraud,high,human_review,REV010,2.8,0.7724,False,
F002135,2024-01-06,fraud,medium,downrank,REV011,15.9,0.8682,False,
F002136,2024-01-06,fraud,high,auto_block,REV006,2.6,0.757,False,
F002137,2024-01-06,fraud,medium,human_review,REV004,6.8,0.8837,False,
F002138,2024-01-06,fraud,medium,human_review,REV020,66.6,0.8487,False,
F002139,2024-01-06,fraud,low,allow,REV012,39.5,0.8974,False,
F002140,2024-01-06,fraud,low,downrank,REV004,11.5,0.8156,False,
F002141,2024-01-06,fraud,low,allow,REV008,3.5,0.8943,False,
F002142,2024-01-06,fraud,high,auto_block,REV008,32.7,0.8239,False,
F002143,2024-01-06,fraud,high,human_review,REV017,12.2,0.8767,False,
F002144,2024-01-06,fraud,medium,human_review,REV015,1.3,0.7753,False,
F002145,2024-01-06,fraud,low,allow,REV015,100.6,0.8457,False,
F002146,2024-01-06,fraud,medium,downrank,REV010,17.7,0.84,False,
F002147,2024-01-06,fraud,low,allow,REV003,3.6,0.8627,False,
F002148,2024-01-06,fraud,medium,human_review,REV001,3.9,0.8362,False,
F002149,2024-01-06,fraud,high,auto_block,REV014,25.7,0.9352,False,
F002150,2024-01-06,fraud,medium,human_review,REV006,61.9,0.8262,False,
F002151,2024-01-06,fraud,medium,downrank,REV009,11.0,0.8658,False,
F002152,2024-01-06,fraud,low,allow,REV008,71.1,0.876,False,
F002153,2024-01-06,fraud,medium,downrank,REV010,3.4,0.9106,False,
F002154,2024-01-06,fraud,low,allow,REV002,14.0,0.8615,False,
F002155,2024-01-06,fraud,medium,downrank,REV004,18.2,0.8615,False,
F002156,2024-01-06,fraud,critical,human_review,REV015,4.7,0.7506,False,
F002157,2024-01-06,fraud,medium,human_review,REV012,41.0,0.8231,False,
F002158,2024-01-06,fraud,low,allow,REV013,33.9,0.8356,False,
F002159,2024-01-06,fraud,medium,human_review,REV008,14.4,0.8621,False,
F002160,2024-01-06,fraud,medium,downrank,REV014,31.8,0.8998,False,
F002161,2024-01-06,fraud,low,allow,REV019,84.0,0.9126,False,
F002162,2024-01-06,fraud,critical,auto_block,REV006,16.6,0.8027,False,
F002163,2024-01-06,fraud,low,allow,REV010,48.3,0.8132,False,
F002164,2024-01-06,fraud,high,human_review,REV001,10.1,0.7704,False,
F002165,2024-01-06,fraud,low,allow,REV016,126.4,0.9063,False,
F002166,2024-01-06,fraud,medium,human_review,REV015,32.9,0.8649,False,
F002167,2024-01-06,fraud,low,allow,REV014,111.6,0.9234,False,
F002168,2024-01-06,fraud,high,human_review,REV003,5.4,0.9225,False,
F002169,2024-01-06,fraud,high,human_review,REV010,4.7,0.8078,False,
F002170,2024-01-06,fraud,medium,human_review,REV014,3.0,0.7495,False,
F002171,2024-01-06,fraud,low,allow,REV007,95.2,0.7498,False,
F002172,2024-01-06,fraud,high,auto_block,REV015,21.5,0.8344,False,
F002173,2024-01-06,fraud,low,allow,REV013,9.5,0.8731,False,
F002174,2024-01-06,fraud,critical,auto_block,REV014,6.9,0.848,False,
F002175,2024-01-06,fraud,high,human_review,REV019,1.0,0.8756,False,
F002176,2024-01-06,fraud,medium,human_review,REV012,44.5,0.7549,False,
F002177,2024-01-06,fraud,medium,downrank,REV009,90.5,0.9623,False,
F002178,2024-01-06,fraud,low,allow,REV007,113.2,0.9136,False,
F002179,2024-01-06,fraud,medium,downrank,REV012,24.5,0.7941,False,
F002180,2024-01-06,fraud,low,downrank,REV006,46.8,0.903,False,
F002181,2024-01-06,fraud,medium,downrank,REV013,17.2,0.8208,False,
F002182,2024-01-06,fraud,high,human_review,REV005,70.7,0.9053,False,
F002183,2024-01-06,fraud,high,human_review,REV002,19.8,0.805,False,
F002184,2024-01-06,fraud,low,allow,REV017,16.7,0.8392,False,
F002185,2024-01-06,fraud,low,allow,REV018,3.3,0.7723,False,
F002186,2024-01-06,fraud,low,allow,REV013,57.2,0.7555,False,
F002187,2024-01-06,fraud,high,auto_block,REV001,5.7,0.7923,False,
F002188,2024-01-06,fraud,low,allow,REV015,9.9,0.9369,False,
F002189,2024-01-06,fraud,medium,human_review,REV005,0.5,0.9544,False,
F002190,2024-01-06,fraud,medium,human_review,REV013,26.5,0.8809,False,
F002191,2024-01-06,fraud,medium,human_review,REV017,45.9,0.7909,False,
F002192,2024-01-06,fraud,critical,human_review,REV007,6.9,0.7863,False,
F002193,2024-01-06,fraud,low,allow,REV005,108.5,0.8521,False,
F002194,2024-01-06,fraud,low,allow,REV015,37.9,0.8424,False,
F002195,2024-01-06,fraud,medium,human_review,REV007,51.2,0.9106,False,
F002196,2024-01-06,fraud,low,downrank,REV016,39.8,0.7845,False,
F002197,2024-01-06,fraud,low,allow,REV007,13.5,0.827,False,
F002198,2024-01-06,fraud,medium,human_review,REV020,6.8,0.8516,False,
F002199,2024-01-06,fraud,high,human_review,REV019,15.2,0.8302,False,
F002200,2024-01-06,fraud,medium,human_review,REV011,19.4,0.862,False,
F002201,2024-01-06,fraud,high,auto_block,REV001,5.9,0.8995,False,
F002202,2024-01-06,fraud,low,downrank,REV008,1.9,0.8301,False,
F002203,2024-01-06,fraud,low,downrank,REV008,3.4,0.8774,False,
F002204,2024-01-07,harassment,medium,human_review,REV017,14.6,0.8794,False,
F002205,2024-01-07,harassment,medium,downrank,REV005,0.3,0.9223,False,
F002206,2024-01-07,harassment,low,allow,REV014,69.7,0.8051,False,
F002207,2024-01-07,harassment,low,allow,REV004,7.3,0.8738,False,
F002208,2024-01-07,harassment,medium,human_review,REV016,4.7,0.764,False,
F002209,2024-01-07,harassment,low,downrank,REV012,23.2,0.8865,False,
F002210,2024-01-07,harassment,high,auto_block,REV005,29.6,0.8467,False,
F002211,2024-01-07,harassment,low,downrank,REV019,15.4,0.8053,False,
F002212,2024-01-07,harassment,medium,human_review,REV008,82.6,0.8703,False,
F002213,2024-01-07,harassment,medium,downrank,REV015,13.4,0.834,False,
F002214,2024-01-07,harassment,low,allow,REV008,7.2,0.7743,False,
F002215,2024-01-07,harassment,high,auto_block,REV012,25.6,0.8736,False,
F002216,2024-01-07,harassment,low,downrank,REV002,97.4,0.8724,False,
F002217,2024-01-07,harassment,low,allow,REV019,44.6,0.8872,False,
F002218,2024-01-07,harassment,medium,human_review,REV002,13.8,0.8979,False,
F002219,2024-01-07,harassment,low,downrank,REV020,50.7,0.7724,False,
F002220,2024-01-07,harassment,low,allow,REV007,103.0,0.8359,False,
F002221,2024-01-07,harassment,medium,downrank,REV004,13.1,0.7702,False,
F002222,2024-01-07,harassment,high,human_review,REV010,29.9,0.9045,False,
F002223,2024-01-07,harassment,low,allow,REV009,3.6,0.8532,False,
F002224,2024-01-07,harassment,medium,human_review,REV012,21.7,0.8932,False,
F002225,2024-01-07,harassment,medium,downrank,REV014,7.2,0.9423,False,
F002226,2024-01-07,harassment,low,allow,REV004,42.7,0.8631,False,
F002227,2024-01-07,harassment,low,allow,REV009,19.2,0.817,False,
F002228,2024-01-07,harassment,critical,auto_block,REV002,5.5,0.8563,False,
F002229,2024-01-07,harassment,low,allow,REV019,5.0,0.922,False,
F002230,2024-01-07,harassment,low,allow,REV007,58.7,0.8968,False,
F002231,2024-01-07,harassment,low,downrank,REV010,95.0,0.9581,False,
F002232,2024-01-07,harassment,medium,human_review,REV020,2.5,0.8632,False,
F002233,2024-01-07,harassment,low,allow,REV001,39.5,0.8529,False,
F002234,2024-01-07,harassment,low,downrank,REV017,53.5,0.7806,False,
F002235,2024-01-07,harassment,medium,human_review,REV006,24.9,0.9122,False,
F002236,2024-01-07,harassment,high,auto_block,REV013,3.2,0.9422,False,
F002237,2024-01-07,harassment,critical,auto_block,REV017,6.8,0.8258,False,
F002238,2024-01-07,harassment,medium,human_review,REV003,4.3,0.9574,False,
F002239,2024-01-07,harassment,medium,human_review,REV020,20.5,0.9318,False,
F002240,2024-01-07,harassment,medium,downrank,REV010,37.1,0.8207,False,
F002241,2024-01-07,harassment,low,allow,REV018,32.3,0.7715,False,
F002242,2024-01-07,harassment,low,allow,REV004,54.1,0.8895,False,
F002243,2024-01-07,harassment,high,auto_block,REV001,1.9,0.8373,False,
F002244,2024-01-07,harassment,medium,human_review,REV014,12.1,0.845,False,
F002245,2024-01-07,harassment,medium,human_review,REV005,3.6,0.8846,False,
F002246,2024-01-07,harassment,high,human_review,REV008,22.6,0.8606,False,
F002247,2024-01-07,harassment,low,allow,REV017,159.4,0.8182,False,
F002248,2024-01-07,harassment,critical,auto_block,REV018,18.9,0.9078,False,
F002249,2024-01-07,harassment,medium,downrank,REV004,9.9,0.8385,False,
F002250,2024-01-07,harassment,low,downrank,REV005,45.5,0.7611,False,
F002251,2024-01-07,harassment,high,human_review,REV007,49.0,0.8369,False,
F002252,2024-01-07,harassment,high,auto_block,REV020,4.0,0.8622,False,
F002253,2024-01-07,harassment,low,allow,REV019,25.7,0.9347,False,
F002254,2024-01-07,harassment,low,downrank,REV015,10.0,0.9064,False,
F002255,2024-01-07,harassment,medium,human_review,REV019,14.1,0.7686,False,
F002256,2024-01-07,harassment,low,allow,REV020,119.7,0.8752,False,
F002257,2024-01-07,harassment,low,allow,REV007,33.4,0.806,False,
F002258,2024-01-07,harassment,low,allow,REV004,19.6,0.7729,False,
F002259,2024-01-07,harassment,medium,human_review,REV008,78.2,0.8579,False,
F002260,2024-01-07,harassment,medium,downrank,REV015,3.9,0.8145,False,
F002261,2024-01-07,harassment,low,allow,REV009,6.6,0.8991,False,
F002262,2024-01-07,harassment,high,human_review,REV003,6.9,0.9175,False,
F002263,2024-01-07,harassment,low,allow,REV010,92.9,0.828,False,
F002264,2024-01-07,harassment,low,allow,REV008,119.9,0.8461,False,
F002265,2024-01-07,harassment,high,auto_block,REV007,25.1,0.8514,False,
F002266,2024-01-07,harassment,medium,human_review,REV016,14.3,0.8405,False,
F002267,2024-01-07,harassment,high,human_review,REV011,20.1,0.7666,False,
F002268,2024-01-07,harassment,medium,human_review,REV017,35.1,0.8765,False,
F002269,2024-01-07,harassment,low,allow,REV011,33.7,0.8947,False,
F002270,2024-01-07,harassment,high,auto_block,REV018,18.1,0.8809,False,
F002271,2024-01-07,harassment,high,auto_block,REV015,13.9,0.7382,False,
F002272,2024-01-07,harassment,critical,auto_block,REV009,1.5,0.823,False,
F002273,2024-01-07,harassment,low,allow,REV009,315.8,0.8496,False,
F002274,2024-01-07,harassment,low,downrank,REV003,144.9,0.9093,False,
F002275,2024-01-07,harassment,low,downrank,REV001,7.5,0.8003,False,
F002276,2024-01-07,harassment,critical,auto_block,REV003,1.0,0.7941,False,
F002277,2024-01-07,harassment,medium,human_review,REV009,4.3,0.8392,False,
F002278,2024-01-07,harassment,medium,human_review,REV009,33.9,0.8458,False,
F002279,2024-01-07,harassment,low,allow,REV016,15.7,0.8619,False,
F002280,2024-01-07,harassment,low,allow,REV010,199.9,0.7784,False,
F002281,2024-01-07,harassment,low,downrank,REV004,48.5,0.9782,False,
F002282,2024-01-07,harassment,critical,auto_block,REV014,1.0,0.9076,False,
F002283,2024-01-07,harassment,medium,human_review,REV002,7.5,0.8694,False,
F002284,2024-01-07,harassment,medium,human_review,REV003,48.0,0.8181,False,
F002285,2024-01-07,harassment,low,downrank,REV010,175.1,0.8365,False,
F002286,2024-01-07,harassment,low,downrank,REV018,57.6,0.7249,False,
F002287,2024-01-07,harassment,low,allow,REV013,46.9,0.85,False,
F002288,2024-01-07,harassment,low,downrank,REV001,201.4,0.7641,False,
F002289,2024-01-07,harassment,low,downrank,REV007,107.1,0.8255,False,
F002290,2024-01-07,harassment,low,downrank,REV001,64.1,0.9118,False,
F002291,2024-01-07,harassment,medium,downrank,REV015,48.5,0.86,False,
F002292,2024-01-07,harassment,high,human_review,REV019,13.3,0.821,False,
F002293,2024-01-07,harassment,medium,human_review,REV018,26.0,0.8715,False,
F002294,2024-01-07,harassment,low,downrank,REV008,12.0,0.8405,False,
F002295,2024-01-07,harassment,high,auto_block,REV012,0.7,0.8335,False,
F002296,2024-01-07,harassment,low,downrank,REV020,63.2,0.8283,False,
F002297,2024-01-07,harassment,medium,human_review,REV013,24.6,0.8685,False,
F002298,2024-01-07,harassment,high,human_review,REV015,9.6,0.884,False,
F002299,2024-01-07,harassment,low,allow,REV017,282.2,0.9329,False,
F002300,2024-01-07,harassment,low,downrank,REV002,13.2,0.8322,False,
F002301,2024-01-07,harassment,low,downrank,REV016,71.2,0.8344,False,
F002302,2024-01-07,harassment,low,allow,REV013,74.9,0.8155,False,
F002303,2024-01-07,harassment,low,downrank,REV007,131.9,0.9511,False,
F002304,2024-01-07,harassment,high,auto_block,REV010,112.0,0.8449,False,
F002305,2024-01-07,harassment,medium,human_review,REV001,21.3,0.9279,False,
F002306,2024-01-07,harassment,high,auto_block,REV015,9.1,0.8663,False,
F002307,2024-01-07,harassment,medium,downrank,REV020,1.6,0.8142,False,
F002308,2024-01-07,harassment,low,allow,REV020,147.9,0.8807,False,
F002309,2024-01-07,harassment,medium,human_review,REV011,18.2,0.7445,False,
F002310,2024-01-07,harassment,medium,downrank,REV002,2.0,0.8349,False,
F002311,2024-01-07,harassment,medium,downrank,REV017,14.5,0.8701,False,
F002312,2024-01-07,harassment,low,allow,REV017,48.4,0.8385,False,
F002313,2024-01-07,harassment,low,allow,REV004,0.3,0.9214,False,
F002314,2024-01-07,harassment,low,allow,REV010,17.0,0.84,False,
F002315,2024-01-07,harassment,low,allow,REV009,2.7,0.8324,False,
F002316,2024-01-07,harassment,low,downrank,REV010,3.2,0.8185,False,
F002317,2024-01-07,harassment,medium,human_review,REV019,12.3,0.873,False,
F002318,2024-01-07,harassment,medium,downrank,REV012,0.3,0.7226,False,
F002319,2024-01-07,harassment,high,human_review,REV018,34.5,0.813,False,
F002320,2024-01-07,harassment,critical,human_review,REV004,2.1,0.8716,False,
F002321,2024-01-07,harassment,low,allow,REV014,28.7,0.8726,False,
F002322,2024-01-07,harassment,low,allow,REV007,40.0,0.8935,False,
F002323,2024-01-07,harassment,low,downrank,REV010,70.9,0.8012,False,
F002324,2024-01-07,harassment,medium,downrank,REV020,5.0,0.8433,False,
F002325,2024-01-07,harassment,low,downrank,REV014,5.0,0.876,False,
F002326,2024-01-07,harassment,medium,downrank,REV004,42.8,0.8601,False,
F002327,2024-01-07,harassment,low,downrank,REV002,58.6,0.8422,False,
F002328,2024-01-07,harassment,low,downrank,REV012,109.6,0.8675,False,
F002329,2024-01-07,harassment,high,auto_block,REV010,4.8,0.8022,False,
F002330,2024-01-07,harassment,low,allow,REV017,88.4,0.839,False,
F002331,2024-01-07,harassment,high,auto_block,REV009,39.8,0.9008,False,
F002332,2024-01-07,harassment,medium,human_review,REV006,12.3,0.863,False,
F002333,2024-01-07,harassment,medium,human_review,REV007,0.5,0.8091,False,
F002334,2024-01-07,harassment,low,downrank,REV020,133.9,0.8356,False,
F002335,2024-01-07,harassment,low,downrank,REV003,71.3,0.8917,False,
F002336,2024-01-07,harassment,low,downrank,REV013,75.3,0.8576,False,
F002337,2024-01-07,harassment,critical,auto_block,REV018,17.4,0.9004,False,
F002338,2024-01-07,harassment,high,auto_block,REV002,38.5,0.8215,False,
F002339,2024-01-07,harassment,low,allow,REV012,41.3,0.8132,False,
F002340,2024-01-07,harassment,low,downrank,REV003,28.5,0.8753,False,
F002341,2024-01-07,harassment,low,allow,REV012,1.5,0.9335,False,
F002342,2024-01-07,hate_speech,medium,human_review,REV002,45.7,0.8607,False,
F002343,2024-01-07,hate_speech,low,allow,REV014,1.2,0.9265,False,
F002344,2024-01-07,hate_speech,low,downrank,REV010,196.3,0.8444,False,
F002345,2024-01-07,hate_speech,low,downrank,REV009,67.9,0.9135,False,
F002346,2024-01-07,hate_speech,medium,human_review,REV004,12.4,0.7881,False,
F002347,2024-01-07,hate_speech,low,allow,REV018,128.0,0.9471,False,
F002348,2024-01-07,hate_speech,medium,human_review,REV007,19.8,0.9042,False,
F002349,2024-01-07,hate_speech,low,allow,REV003,152.0,0.7992,False,
F002350,2024-01-07,hate_speech,high,human_review,REV008,17.4,0.8412,False,
F002351,2024-01-07,hate_speech,low,allow,REV018,2.5,0.9471,False,
F002352,2024-01-07,hate_speech,low,allow,REV001,2.7,0.9142,False,
F002353,2024-01-07,hate_speech,medium,downrank,REV010,6.7,0.7691,False,
F002354,2024-01-07,hate_speech,high,human_review,REV011,3.3,0.8732,False,
F002355,2024-01-07,hate_speech,high,human_review,REV001,4.9,0.8043,False,
F002356,2024-01-07,hate_speech,low,allow,REV002,55.7,0.9409,False,
F002357,2024-01-07,hate_speech,medium,human_review,REV015,2.8,0.7902,False,
F002358,2024-01-07,hate_speech,high,human_review,REV018,36.1,0.8396,False,
F002359,2024-01-07,hate_speech,low,allow,REV011,68.5,0.8839,False,
F002360,2024-01-07,hate_speech,medium,human_review,REV018,87.5,0.8852,False,
F002361,2024-01-07,hate_speech,high,auto_block,REV010,5.1,0.9687,False,
F002362,2024-01-07,hate_speech,low,allow,REV010,86.7,0.818,False,
F002363,2024-01-07,hate_speech,high,human_review,REV001,9.6,0.8643,False,
F002364,2024-01-07,hate_speech,medium,human_review,REV008,75.8,0.8108,False,
F002365,2024-01-07,hate_speech,low,downrank,REV007,7.1,0.8302,False,
F002366,2024-01-07,hate_speech,high,auto_block,REV002,6.3,0.7174,False,
F002367,2024-01-07,hate_speech,low,downrank,REV003,47.5,0.836,False,
F002368,2024-01-07,hate_speech,low,allow,REV016,45.5,0.8023,False,
F002369,2024-01-07,hate_speech,high,human_review,REV016,7.3,0.7517,False,
F002370,2024-01-07,hate_speech,high,auto_block,REV001,8.8,0.8946,False,
F002371,2024-01-07,hate_speech,low,downrank,REV017,25.6,0.8609,False,
F002372,2024-01-07,hate_speech,high,human_review,REV020,16.3,0.9032,False,
F002373,2024-01-07,hate_speech,low,allow,REV013,2.6,0.8247,False,
F002374,2024-01-07,hate_speech,low,allow,REV005,78.6,0.8164,False,
F002375,2024-01-07,hate_speech,low,allow,REV008,6.7,0.906,False,
F002376,2024-01-07,hate_speech,high,human_review,REV019,43.4,0.8223,False,
F002377,2024-01-07,hate_speech,low,allow,REV009,196.2,0.8676,False,
F002378,2024-01-07,hate_speech,medium,human_review,REV001,0.1,0.8549,False,
F002379,2024-01-07,hate_speech,medium,human_review,REV003,2.5,0.8483,False,
F002380,2024-01-07,hate_speech,low,allow,REV008,30.2,0.7912,False,
F002381,2024-01-07,hate_speech,medium,human_review,REV011,2.8,0.8679,False,
F002382,2024-01-07,hate_speech,critical,auto_block,REV017,18.3,0.8579,False,
F002383,2024-01-07,hate_speech,medium,human_review,REV006,50.9,0.8134,False,
F002384,2024-01-07,hate_speech,low,allow,REV003,0.4,0.8743,False,
F002385,2024-01-07,hate_speech,medium,downrank,REV014,21.7,0.9258,False,
F002386,2024-01-07,hate_speech,critical,auto_block,REV017,37.0,0.863,False,
F002387,2024-01-07,hate_speech,low,allow,REV001,22.3,0.864,False,
F002388,2024-01-07,hate_speech,low,allow,REV009,50.2,0.8411,False,
F002389,2024-01-07,hate_speech,high,human_review,REV009,21.6,0.8033,False,
F002390,2024-01-07,hate_speech,medium,human_review,REV015,16.1,0.7746,False,
F002391,2024-01-07,hate_speech,medium,downrank,REV014,9.9,0.9228,False,
F002392,2024-01-07,hate_speech,low,allow,REV010,25.4,0.8785,False,
F002393,2024-01-07,hate_speech,low,allow,REV012,27.1,0.8528,False,
F002394,2024-01-07,hate_speech,low,allow,REV015,42.7,0.9499,False,
F002395,2024-01-07,hate_speech,low,allow,REV008,53.1,0.8143,False,
F002396,2024-01-07,hate_speech,high,human_review,REV005,31.1,0.7646,False,
F002397,2024-01-07,hate_speech,medium,human_review,REV018,57.0,0.8094,False,
F002398,2024-01-07,hate_speech,low,allow,REV008,7.3,0.7395,False,
F002399,2024-01-07,hate_speech,medium,human_review,REV001,28.9,0.8825,False,
F002400,2024-01-07,hate_speech,critical,human_review,REV007,25.1,0.7738,False,
F002401,2024-01-07,hate_speech,medium,downrank,REV013,5.4,0.9381,False,
F002402,2024-01-07,hate_speech,medium,human_review,REV001,10.0,0.8152,False,
F002403,2024-01-07,hate_speech,high,auto_block,REV012,0.1,0.8129,False,
F002404,2024-01-07,hate_speech,low,allow,REV010,92.7,0.8712,False,
F002405,2024-01-07,hate_speech,critical,auto_block,REV008,12.5,0.8354,False,
F002406,2024-01-07,hate_speech,medium,human_review,REV020,7.0,0.7323,False,
F002407,2024-01-07,hate_speech,low,allow,REV013,21.1,0.8688,False,
